State: 0, SolnCost: 100.00, # Moves: 100, # Nodes Gen: 7,192,701, Time: 26.49
State: 1, SolnCost: 94.00, # Moves: 94, # Nodes Gen: 6,712,701, Time: 24.07
State: 2, SolnCost: 86.00, # Moves: 86, # Nodes Gen: 6,109,657, Time: 21.32
State: 3, SolnCost: 93.00, # Moves: 93, # Nodes Gen: 6,705,577, Time: 23.28
State: 4, SolnCost: 85.00, # Moves: 85, # Nodes Gen: 6,021,237, Time: 21.70
State: 5, SolnCost: 99.00, # Moves: 99, # Nodes Gen: 7,141,237, Time: 25.38
State: 6, SolnCost: 84.00, # Moves: 84, # Nodes Gen: 5,949,657, Time: 22.08
State: 7, SolnCost: 74.00, # Moves: 74, # Nodes Gen: 5,177,065, Time: 18.73
State: 8, SolnCost: 67.00, # Moves: 67, # Nodes Gen: 4,581,237, Time: 16.15
State: 9, SolnCost: 100.00, # Moves: 100, # Nodes Gen: 7,192,701, Time: 25.62
State: 10, SolnCost: 87.00, # Moves: 87, # Nodes Gen: 6,181,237, Time: 21.06
State: 11, SolnCost: 97.00, # Moves: 97, # Nodes Gen: 6,981,237, Time: 24.57
State: 12, SolnCost: 95.00, # Moves: 95, # Nodes Gen: 6,821,237, Time: 25.29
State: 13, SolnCost: 92.00, # Moves: 92, # Nodes Gen: 6,589,657, Time: 23.25
State: 14, SolnCost: 88.00, # Moves: 88, # Nodes Gen: 6,232,701, Time: 21.93
State: 15, SolnCost: 91.00, # Moves: 91, # Nodes Gen: 6,545,577, Time: 23.83
State: 16, SolnCost: 96.00, # Moves: 96, # Nodes Gen: 6,937,065, Time: 24.57
State: 17, SolnCost: 86.00, # Moves: 86, # Nodes Gen: 6,137,065, Time: 22.32
State: 18, SolnCost: 97.00, # Moves: 97, # Nodes Gen: 6,981,237, Time: 25.61
State: 19, SolnCost: 109.00, # Moves: 109, # Nodes Gen: 7,941,237, Time: 27.98
State: 20, SolnCost: 102.00, # Moves: 102, # Nodes Gen: 7,417,065, Time: 26.27
State: 21, SolnCost: 80.00, # Moves: 80, # Nodes Gen: 5,592,701, Time: 19.97
State: 22, SolnCost: 97.00, # Moves: 97, # Nodes Gen: 6,981,237, Time: 25.10
State: 23, SolnCost: 99.00, # Moves: 99, # Nodes Gen: 7,141,237, Time: 25.86
State: 24, SolnCost: 78.00, # Moves: 78, # Nodes Gen: 5,469,657, Time: 19.76
State: 25, SolnCost: 66.00, # Moves: 66, # Nodes Gen: 4,509,657, Time: 16.45
State: 26, SolnCost: 97.00, # Moves: 97, # Nodes Gen: 6,981,237, Time: 24.95
State: 27, SolnCost: 88.00, # Moves: 88, # Nodes Gen: 6,297,065, Time: 22.96
State: 28, SolnCost: 91.00, # Moves: 91, # Nodes Gen: 6,545,577, Time: 23.17
State: 29, SolnCost: 93.00, # Moves: 93, # Nodes Gen: 6,705,577, Time: 23.78
