State: 0, SolnCost: 128.00, # Moves: 128, # Nodes Gen: 9,505,901, Time: 46.30
State: 1, SolnCost: 125.00, # Moves: 125, # Nodes Gen: 9,265,901, Time: 46.47
State: 2, SolnCost: 162.00, # Moves: 162, # Nodes Gen: 12,225,901, Time: 60.01
State: 3, SolnCost: 115.00, # Moves: 115, # Nodes Gen: 8,465,901, Time: 41.58
State: 4, SolnCost: 132.00, # Moves: 132, # Nodes Gen: 9,792,637, Time: 47.89
State: 5, SolnCost: 106.00, # Moves: 106, # Nodes Gen: 7,774,833, Time: 38.90
State: 6, SolnCost: 133.00, # Moves: 133, # Nodes Gen: 9,934,833, Time: 49.03
State: 7, SolnCost: 117.00, # Moves: 117, # Nodes Gen: 8,670,221, Time: 42.18
State: 8, SolnCost: 124.00, # Moves: 124, # Nodes Gen: 9,152,637, Time: 44.80
State: 9, SolnCost: 122.00, # Moves: 122, # Nodes Gen: 9,087,969, Time: 44.23
State: 10, SolnCost: 114.00, # Moves: 114, # Nodes Gen: 8,396,673, Time: 41.25
State: 11, SolnCost: 149.00, # Moves: 149, # Nodes Gen: 11,185,901, Time: 57.59
State: 12, SolnCost: 124.00, # Moves: 124, # Nodes Gen: 9,230,221, Time: 45.99
State: 13, SolnCost: 139.00, # Moves: 139, # Nodes Gen: 10,396,673, Time: 51.82
State: 14, SolnCost: 134.00, # Moves: 134, # Nodes Gen: 10,047,969, Time: 49.23
State: 15, SolnCost: 114.00, # Moves: 114, # Nodes Gen: 8,385,901, Time: 40.85
State: 16, SolnCost: 114.00, # Moves: 114, # Nodes Gen: 8,430,221, Time: 40.82
State: 17, SolnCost: 134.00, # Moves: 134, # Nodes Gen: 10,030,221, Time: 49.31
State: 18, SolnCost: 119.00, # Moves: 119, # Nodes Gen: 8,752,637, Time: 42.28
State: 19, SolnCost: 127.00, # Moves: 127, # Nodes Gen: 9,487,969, Time: 45.78
State: 20, SolnCost: 141.00, # Moves: 141, # Nodes Gen: 10,556,673, Time: 52.09
State: 21, SolnCost: 133.00, # Moves: 133, # Nodes Gen: 9,934,833, Time: 49.04
State: 22, SolnCost: 139.00, # Moves: 139, # Nodes Gen: 10,385,901, Time: 51.08
State: 23, SolnCost: 125.00, # Moves: 125, # Nodes Gen: 9,310,221, Time: 46.44
State: 24, SolnCost: 119.00, # Moves: 119, # Nodes Gen: 8,785,901, Time: 42.90
State: 25, SolnCost: 133.00, # Moves: 133, # Nodes Gen: 9,950,221, Time: 48.55
State: 26, SolnCost: 128.00, # Moves: 128, # Nodes Gen: 9,534,833, Time: 46.59
State: 27, SolnCost: 139.00, # Moves: 139, # Nodes Gen: 10,385,901, Time: 50.90
State: 28, SolnCost: 139.00, # Moves: 139, # Nodes Gen: 10,396,673, Time: 50.83
State: 29, SolnCost: 122.00, # Moves: 122, # Nodes Gen: 9,036,673, Time: 43.36
State: 30, SolnCost: 117.00, # Moves: 117, # Nodes Gen: 8,625,901, Time: 42.74
State: 31, SolnCost: 134.00, # Moves: 134, # Nodes Gen: 10,030,221, Time: 48.77
State: 32, SolnCost: 141.00, # Moves: 141, # Nodes Gen: 10,574,833, Time: 52.67
State: 33, SolnCost: 131.00, # Moves: 131, # Nodes Gen: 9,774,833, Time: 48.72
State: 34, SolnCost: 120.00, # Moves: 120, # Nodes Gen: 8,927,969, Time: 43.67
State: 35, SolnCost: 128.00, # Moves: 128, # Nodes Gen: 9,516,673, Time: 46.26
State: 36, SolnCost: 107.00, # Moves: 107, # Nodes Gen: 7,887,969, Time: 38.65
State: 37, SolnCost: 128.00, # Moves: 128, # Nodes Gen: 9,472,637, Time: 46.35
State: 38, SolnCost: 109.00, # Moves: 109, # Nodes Gen: 7,996,673, Time: 39.26
State: 39, SolnCost: 133.00, # Moves: 133, # Nodes Gen: 9,916,673, Time: 48.27
State: 40, SolnCost: 118.00, # Moves: 118, # Nodes Gen: 8,672,637, Time: 43.22
State: 41, SolnCost: 115.00, # Moves: 115, # Nodes Gen: 8,527,969, Time: 41.81
State: 42, SolnCost: 129.00, # Moves: 129, # Nodes Gen: 9,585,901, Time: 47.44
State: 43, SolnCost: 131.00, # Moves: 131, # Nodes Gen: 9,745,901, Time: 48.72
State: 44, SolnCost: 133.00, # Moves: 133, # Nodes Gen: 9,967,969, Time: 49.20
State: 45, SolnCost: 145.00, # Moves: 145, # Nodes Gen: 10,876,673, Time: 54.06
State: 46, SolnCost: 138.00, # Moves: 138, # Nodes Gen: 10,272,637, Time: 49.73
State: 47, SolnCost: 125.00, # Moves: 125, # Nodes Gen: 9,310,221, Time: 46.30
State: 48, SolnCost: 139.00, # Moves: 139, # Nodes Gen: 10,430,221, Time: 52.09
State: 49, SolnCost: 121.00, # Moves: 121, # Nodes Gen: 9,007,969, Time: 44.46
State: 50, SolnCost: 122.00, # Moves: 122, # Nodes Gen: 9,025,901, Time: 43.74
State: 51, SolnCost: 132.00, # Moves: 132, # Nodes Gen: 9,825,901, Time: 48.63
State: 52, SolnCost: 113.00, # Moves: 113, # Nodes Gen: 8,350,221, Time: 40.49
State: 53, SolnCost: 118.00, # Moves: 118, # Nodes Gen: 8,767,969, Time: 42.96
State: 54, SolnCost: 148.00, # Moves: 148, # Nodes Gen: 11,134,833, Time: 54.97
State: 55, SolnCost: 135.00, # Moves: 135, # Nodes Gen: 10,110,221, Time: 50.18
State: 56, SolnCost: 118.00, # Moves: 118, # Nodes Gen: 8,716,673, Time: 42.48
State: 57, SolnCost: 126.00, # Moves: 126, # Nodes Gen: 9,345,901, Time: 46.20
State: 58, SolnCost: 133.00, # Moves: 133, # Nodes Gen: 9,950,221, Time: 48.11
State: 59, SolnCost: 116.00, # Moves: 116, # Nodes Gen: 8,512,637, Time: 41.97
State: 60, SolnCost: 113.00, # Moves: 113, # Nodes Gen: 8,316,673, Time: 39.52
State: 61, SolnCost: 126.00, # Moves: 126, # Nodes Gen: 9,390,221, Time: 47.14
State: 62, SolnCost: 134.00, # Moves: 134, # Nodes Gen: 9,952,637, Time: 48.55
State: 63, SolnCost: 123.00, # Moves: 123, # Nodes Gen: 9,105,901, Time: 44.33
State: 64, SolnCost: 120.00, # Moves: 120, # Nodes Gen: 8,910,221, Time: 43.74
State: 65, SolnCost: 112.00, # Moves: 112, # Nodes Gen: 8,236,673, Time: 40.70
State: 66, SolnCost: 105.00, # Moves: 105, # Nodes Gen: 7,710,221, Time: 38.02
State: 67, SolnCost: 120.00, # Moves: 120, # Nodes Gen: 8,910,221, Time: 43.65
State: 68, SolnCost: 137.00, # Moves: 137, # Nodes Gen: 10,270,221, Time: 50.89
State: 69, SolnCost: 114.00, # Moves: 114, # Nodes Gen: 8,447,969, Time: 41.69
State: 70, SolnCost: 134.00, # Moves: 134, # Nodes Gen: 10,047,969, Time: 49.48
State: 71, SolnCost: 128.00, # Moves: 128, # Nodes Gen: 9,472,637, Time: 45.86
State: 72, SolnCost: 109.00, # Moves: 109, # Nodes Gen: 8,030,221, Time: 39.08
State: 73, SolnCost: 121.00, # Moves: 121, # Nodes Gen: 8,956,673, Time: 43.69
State: 74, SolnCost: 115.00, # Moves: 115, # Nodes Gen: 8,465,901, Time: 41.80
State: 75, SolnCost: 119.00, # Moves: 119, # Nodes Gen: 8,847,969, Time: 43.94
State: 76, SolnCost: 137.00, # Moves: 137, # Nodes Gen: 10,225,901, Time: 49.96
State: 77, SolnCost: 133.00, # Moves: 133, # Nodes Gen: 9,950,221, Time: 48.24
State: 78, SolnCost: 139.00, # Moves: 139, # Nodes Gen: 10,396,673, Time: 51.70
State: 79, SolnCost: 127.00, # Moves: 127, # Nodes Gen: 9,425,901, Time: 46.13
State: 80, SolnCost: 126.00, # Moves: 126, # Nodes Gen: 9,345,901, Time: 45.15
State: 81, SolnCost: 144.00, # Moves: 144, # Nodes Gen: 10,847,969, Time: 53.05
State: 82, SolnCost: 123.00, # Moves: 123, # Nodes Gen: 9,116,673, Time: 44.95
State: 83, SolnCost: 119.00, # Moves: 119, # Nodes Gen: 8,785,901, Time: 42.74
State: 84, SolnCost: 132.00, # Moves: 132, # Nodes Gen: 9,887,969, Time: 49.10
